conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,reply_to_tweet_id
1981152841713799332,Fri Oct 24 08:32:11 +0000 2025,0,@IndiHome YTTA aja mint ,1981639848080670918,,IndiHome,sv,,0,0,0,https://x.com/undefined/status/1981639848080670918,195224793,,1981152841713799332
1981152841713799332,Thu Oct 23 09:17:17 +0000 2025,0,@IndiHome IndiHome ini wifiku LOS dari siang kedip merah udah lapor sana-sini ga digagas bjir,1981288808739197176,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1981288808739197176,1429765018514427911,,1981152841713799332
1981152841713799332,Thu Oct 23 03:22:08 +0000 2025,0,@IndiHome Internet sat set sat set.. apahh... uhuyyy... gak stabil... dan oemeliharaan sistem yang merugikan pelanggan.... ampyunnnnnn,1981199434269725169,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981199434269725169,606605722,,1981152841713799332
1981152841713799332,Thu Oct 23 02:50:20 +0000 2025,2,@IndiHome MATANE,1981191432770900019,,IndiHome,et,,0,1,0,https://x.com/undefined/status/1981191432770900019,1061241142367281152,,1981152841713799332
1981152841713799332,Thu Oct 23 05:05:56 +0000 2025,0,@IndiHome ndasmu,1981225556390879674,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981225556390879674,177172689,,1981152841713799332
1981152841713799332,Thu Oct 23 05:55:41 +0000 2025,0,@IndiHome Masa untuk cctv sama lampu smart harus upgrade speed?,1981238075817902452,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981238075817902452,99508535,,1981152841713799332
1981152841713799332,Fri Oct 24 07:06:03 +0000 2025,0,@IndiHome Cek dm min,1981618173817618527,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1981618173817618527,4832112585,,1981152841713799332
1981152841713799332,Thu Oct 23 09:34:35 +0000 2025,0,@IndiHome Sat set ga pake drama? Sebulan sekali signal lost.. Baik sekali,1981293161629831320,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981293161629831320,830770009601290241,,1981152841713799332
1981152841713799332,Thu Oct 23 12:57:46 +0000 2025,1,@IndiHome Kalo ada 9 nyawa boleh di bagi 1 nyawanya buat wifi saya yang statusnya LOS ga? Knp makin kesini indihome sering gangguan sihh ,1981344295925010713,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981344295925010713,1326842483758653441,,1981152841713799332
1981152841713799332,Thu Oct 23 12:39:20 +0000 2025,0,@IndiHome STABIL BABI SEMINGGU LOADING ANJ,1981339659323265501,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981339659323265501,1952145305258037248,,1981152841713799332
1981152841713799332,Thu Oct 23 00:57:57 +0000 2025,0,@IndiHome Cek dm kak,1981163148423184764,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981163148423184764,1258943839391236096,,1981152841713799332
1981152841713799332,Thu Oct 23 04:07:32 +0000 2025,2,@IndiHome Bohong lu Min IndiHome di rumah paket 100 Mbps problem melulu,1981210858299801666,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981210858299801666,1603584708797161473,,1981152841713799332
1981152841713799332,Thu Oct 23 12:04:09 +0000 2025,0,@RifkyAisya @RifkyAisya Baik Kak. Semoga kendala IndiHome Kakak segera terselesaikan ya. Jika masih berkendala yuk bisa langsung ke DM ya -Fadil,1981330803717243076,,RifkyAisya,in,,1,0,0,https://x.com/undefined/status/1981330803717243076,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 00:57:08 +0000 2025,0,@De_Irwan90 Halo Kak Irwan kakaknya ada kendala apa nih? Pau bantu cek dan solusiin yuk infoin detailnya ke Pau-Pau,1981525330805608589,,De_Irwan90,in,,0,0,0,https://x.com/undefined/status/1981525330805608589,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 00:47:50 +0000 2025,0,@nyyannya Siap Kak @nyyannya Yuk Pau bantu kencengin lagi koneksinya. Kakak bisa infoin nomor IndiHomenya lewat DM ya biar bisa Pau bantu dan supaya privasi data kakak juga tetap aman dan terrlindungi-Pau,1981522989205348354,,nyyannya,in,,0,0,0,https://x.com/undefined/status/1981522989205348354,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 05:17:10 +0000 2025,0,@IndiHome Heleh,1981228382596846056,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981228382596846056,245735023,,1981152841713799332
1981152841713799332,Thu Oct 23 11:50:28 +0000 2025,1,@IndiHome pret ah ga stabil,1981327361078677843,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981327361078677843,1492930400049516547,,1981152841713799332
1981152841713799332,Fri Oct 24 03:03:29 +0000 2025,0,@itadakimazsu @IndiHome Maaf ketawa bgt aku,1981557126771425723,,itadakimazsu,in,,0,1,0,https://x.com/undefined/status/1981557126771425723,1073368067667910656,,1981152841713799332
1981152841713799332,Thu Oct 23 01:25:26 +0000 2025,0,@IndiHome Cek DM segera,1981170064276803940,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981170064276803940,601726970,,1981152841713799332
1981152841713799332,Thu Oct 23 05:52:03 +0000 2025,0,@IndiHome internetnya sat set stabil dan nggak pake drama ,1981237161199644917,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1981237161199644917,84406064,,1981152841713799332
1981152841713799332,Thu Oct 23 09:35:51 +0000 2025,0,@IndiHome Sini pinjam 1 nyawanya biar ga signal lost tiap bulan,1981293481038618662,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981293481038618662,830770009601290241,,1981152841713799332
1981152841713799332,Thu Oct 23 05:41:26 +0000 2025,0,@IndiHome Ya situ pakai router yang bisa stabil untuk lebih dari 10 devices dong.,1981234488148709600,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981234488148709600,99508535,,1981152841713799332
1981152841713799332,Thu Oct 23 04:37:25 +0000 2025,0,@IndiHome Ga pakai drama gimana. Saya harus beli router tambahan karena bawaan kalian dipake 5 device aja udah ngos-ngosan,1981218378879738203,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981218378879738203,99508535,,1981152841713799332
1981152841713799332,Thu Oct 23 10:07:59 +0000 2025,0,@IndiHome Internet lu kencengin bukan nyanyi be ge es de,1981301567853908338,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981301567853908338,1254218916,,1981152841713799332
1981152841713799332,Thu Oct 23 03:24:04 +0000 2025,0,@IndiHome Aku cm punya 1 nyawa udh kerja dr rumah dr kapan tau pk Indihome tapi sayangnya di sini sering mati listrik ,1981199920850948318,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981199920850948318,40380971,,1981152841713799332
1981152841713799332,Fri Oct 24 01:11:41 +0000 2025,0,@_Ari2142_ @_Ari2142_ Maafin ya Kak. Zepi cek udah ada interaksi di DM nih lanjut di DM aja ya biar privasinya tetap terjaga. :) -Zepi,1981528994408432118,,_Ari2142_,in,,0,0,0,https://x.com/undefined/status/1981528994408432118,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 23:56:24 +0000 2025,0,@nakamatika @mathwithvan Kak @nakamatika saat ini internetnya aman? Kalo dirasa kurang optimal jangan sungkan hubungi kami di DM ya. -Dhet,1981510047768465481,,nakamatika,in,,0,0,0,https://x.com/undefined/status/1981510047768465481,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 01:52:56 +0000 2025,0,@IndiHome kecepatan 20mbps tp lemot kak,1981539371716354086,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981539371716354086,1127593809183797248,,1981152841713799332
1981152841713799332,Fri Oct 24 01:04:44 +0000 2025,0,@_Ari2142_ Huhu Kak @_Ari2142_ maaf banget jadi engga nyaman ya Vioni cek di DM udah ada pelaporannya yuk konfirmasiin lagi melalui DM biar dibantu follow up. Makasih :) -Vioni,1981527242204426418,,_Ari2142_,in,,0,1,0,https://x.com/undefined/status/1981527242204426418,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 22:53:06 +0000 2025,0,@mob_psyc0 @mob_psyc0 Maaf banget Kak Mob. Boleh infoin nomor internet dan atas nama via DM agar dibantu cek ya. Makasih. -Dhet,1981494116598108345,,mob_psyc0,in,,0,0,0,https://x.com/undefined/status/1981494116598108345,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 08:39:00 +0000 2025,0,@_Ari2142_ Oke Kak @_Ari2142_. Segera meluncur ke DM ya -Remi,1981279177350533155,,_Ari2142_,in,,0,1,0,https://x.com/undefined/status/1981279177350533155,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 09:01:57 +0000 2025,0,@mizanuddin_ @mizanuddin_ Duh maaf banget ya Kak Miza jadi ga nyaman. Pau bantu cek dan solusiin kendalanya yuk infoin nomor IndiHome kakak lewat DM ya-Pau,1981284949237125207,,mizanuddin_,in,,0,1,0,https://x.com/undefined/status/1981284949237125207,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 08:10:18 +0000 2025,0,@ArriefJr @suyudi212 Hai Kak @ArriefJr. Ada apa nih? Kalo ada keluhan atau pertanyaan bisa sampaikan ke DM nanti akan dibantu ya silakan ketik informasi yang dibutuhkan ya kak. Makasih -Remi,1981271953534308454,,ArriefJr,in,,0,0,0,https://x.com/undefined/status/1981271953534308454,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 09:06:54 +0000 2025,0,@mizanuddin_ @mizanuddin_ Oke siap. Tenang biar cepat teratasi yuk DM sekarang juga dan jangan lupa sertakan Nomor Internet dan Atas Nama-nya ya agar teman Neva segera cek - Neva,1981286195679416818,,mizanuddin_,in,,0,0,0,https://x.com/undefined/status/1981286195679416818,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 08:16:28 +0000 2025,0,@hyoodesuu Jangan Khawatir Kak @hyoodesuu. Untuk keluhan jaringannya yuk infoin nomor IndiHome beserta nama pemiliknya ke DM buat dibantu cek lebih lanjut ya. Makasih -Remi,1981273503665144182,,hyoodesuu,in,,0,0,0,https://x.com/undefined/status/1981273503665144182,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 09:03:43 +0000 2025,0,@_Ari2142_ @_Ari2142_ Kak Ari maaf yah. Rekan kami akan segera lanjut penanganan via DM. Sehat selalu :) -Rasya,1981285396739953093,,_Ari2142_,in,,0,1,0,https://x.com/undefined/status/1981285396739953093,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 00:55:16 +0000 2025,0,@912ldv Huhu maaf ya Kak @912ldv kakaknya terkendala apa nih? Pau bisa banget bantu solusiin kendalanya yuk infoin detailnya ke Pau -Pau,1981524859156148296,,912ldv,in,,0,1,0,https://x.com/undefined/status/1981524859156148296,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 15:18:22 +0000 2025,0,@mathwithvan @IndiHome @mathwithvan Pesannya udah mimin terima mohon ditunggu dulu ya :),1981379678582821211,,mathwithvan,in,,0,1,0,https://x.com/undefined/status/1981379678582821211,1145123964940718080,,1981152841713799332
1981152841713799332,Fri Oct 24 00:53:42 +0000 2025,0,@arfidoo9306 Mohon maaf ya Kak Arfidoo jadi ga nyaman. Pau bantu cek dan solusiin kendala jaringannya yuk infoin nomor IndiHomenya lewat DM ya-Pau,1981524465650716818,,arfidoo9306,in,,0,0,0,https://x.com/undefined/status/1981524465650716818,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 00:23:25 +0000 2025,0,@thinkerebelz Huhu maafin ya Kak Ale. Boong kenapa niih? Kak Ale terkendala akan sesuatu kah? Yuk infoin detailnya biar Pau bantu solusiin-Pau,1981516845464383688,,thinkerebelz,in,,0,0,0,https://x.com/undefined/status/1981516845464383688,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 03:37:23 +0000 2025,0,@Markmiw99 @itadakimazsu Huhu kenapa nih Kak @Markmiw99 Apa kakak terkendala akan sesuatu? Infoin detailnya ke Pau yuk biar Pau bantuin -Pau,1981565658271043659,,Markmiw99,in,,0,0,0,https://x.com/undefined/status/1981565658271043659,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 08:52:46 +0000 2025,0,@IndiHome halah. pret.,1981282640163721384,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1981282640163721384,94209863,,1981152841713799332
1981152841713799332,Thu Oct 23 00:45:22 +0000 2025,0,@IndiHome apaan stabil. hujan deres dikit aja lgsg lelet. mana mau co shopee karna lg diskon jd gabisa,1981159980662476830,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981159980662476830,539678114,,1981152841713799332
1981152841713799332,Thu Oct 23 10:58:29 +0000 2025,0,@IndiHome Bro... Ku ga buka reply tpi ku tau reply-an postmu isinya apa aja ,1981314278667014503,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981314278667014503,195224793,,1981152841713799332
1981152841713799332,Thu Oct 23 19:30:06 +0000 2025,0,@IndiHome sat set tapi kuota habis rugi doank,1981443031124586618,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1981443031124586618,1320771253,,1981152841713799332
1981152841713799332,Fri Oct 24 07:07:45 +0000 2025,0,@bintaryb Sip Kak @bintaryb mohon ditunggu ya -Wendy,1981618598880952499,,bintaryb,in,,0,0,0,https://x.com/undefined/status/1981618598880952499,1075673058931806208,,1981152841713799332
1981152841713799332,Thu Oct 23 14:26:34 +0000 2025,0,@nakamatika @IndiHome sat set nagihnya bukan servisnya,1981366644355260637,,nakamatika,in,,0,2,0,https://x.com/undefined/status/1981366644355260637,1756318469216452608,,1981152841713799332
1981152841713799332,Fri Oct 24 02:23:53 +0000 2025,0,@912ldv Duh mohon maaf banget ya Kak @912ldv Pastikan dulu optimum devicenya engga melebihi yang disarankan di paket Kakak yaaa. Kirim nomor internet dan atas namanya ke DM @IndiHome yuk biar di bantu cek koneksinya. Makasih :) -Vioni,1981547161671315928,,912ldv,in,,0,0,0,https://x.com/undefined/status/1981547161671315928,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 00:50:10 +0000 2025,0,@rubby14416 Huhu maaf banget ya Kak Sisi. Kalo semua udah dicek tapi masih berkendala kakak bisa infoin nomor IndiHomenya lewat DM ya biar Pau bantu cek dan solusiin kendala jaringannya-Pau,1981523577028665534,,rubby14416,in,,0,0,0,https://x.com/undefined/status/1981523577028665534,1075673058931806208,,1981152841713799332
1981152841713799332,Fri Oct 24 01:38:34 +0000 2025,0,@Survei2 @Survei2 Kak Jimm maaf. Kalo sinyalnya los dan lampu indikator merah menyala yukk pastiin kabel Patch cord sudah terpasang/tertancap dgn kencang/benar. Jika belum bisa infokan nomor internet dan atas nama via DM agar dibantu. Makasih. -Dhet,1981535755978887519,,Survei2,in,,0,0,0,https://x.com/undefined/status/1981535755978887519,1075673058931806208,,1981152841713799332
1984185158761857390,Fri Oct 31 12:57:16 +0000 2025,0,@IndiHome Tolong kenapa operator sibuk terus di 188 katanya saya pelanggan platinum platinumm apaaa,1984243275046543596,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984243275046543596,1758281077670686720,,1984185158761857390
1984185158761857390,Fri Oct 31 13:00:23 +0000 2025,0,@IndiHome Hei tolonglah apa maksudnya tidak ada koneksi internet tiba-tiba. Padahal udah bayar segala macam. Connect bisa tapi ga dikasih jaringan kerjaanku terhambat.,1984244059754680527,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984244059754680527,1566021234001084416,,1984185158761857390
1984185158761857390,Fri Oct 31 10:04:16 +0000 2025,0,@IndiHome halo min Cek DM dong,1984199737952862526,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984199737952862526,1017209012,,1984185158761857390
1984185158761857390,Fri Oct 31 11:10:30 +0000 2025,0,@IndiHome Cek dm min sumpah indihome bermasalah terus,1984216406263844897,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984216406263844897,925499076983930881,,1984185158761857390
1984185158761857390,Fri Oct 31 13:04:19 +0000 2025,0,@IndiHome Minnn tolong ini kenapa daritadi ga connect Mulu tolong donggg https://t.co/oXZ1JQ0ngp,1984245046691115151,https://pbs.twimg.com/media/G4l0WsXbAAAtiX-.jpg,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984245046691115151,913201375458222093,,1984185158761857390
1984185158761857390,Fri Oct 31 12:38:49 +0000 2025,0,@IndiHome Tolong min @IndiHome https://t.co/vxZNNYTajF,1984238628483252592,https://pbs.twimg.com/media/G4lugdoa0AA1JPj.jpg,arboyzzzwazhir,in,,0,1,0,https://x.com/undefined/status/1984238628483252592,1494288286549831681,,1984185158761857390
1984185158761857390,Fri Oct 31 13:02:54 +0000 2025,0,@IndiHome Cek dm min,1984244690020086058,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984244690020086058,730262390822965249,,1984185158761857390
1984185158761857390,Fri Oct 31 11:12:01 +0000 2025,0,@IndiHome Tolong cek DM min.,1984216786787803404,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984216786787803404,212834783,,1984185158761857390
1984185158761857390,Fri Oct 31 11:31:31 +0000 2025,0,@IndiHome Cek dm Lil,1984221695423730144,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984221695423730144,786694398,,1984185158761857390
1984185158761857390,Fri Oct 31 13:00:44 +0000 2025,0,@IndiHome Please kok errorrr dr siang,1984244144446009459,,IndiHome,en,,0,1,0,https://x.com/undefined/status/1984244144446009459,1895115232961536006,,1984185158761857390
1984185158761857390,Fri Oct 31 12:03:39 +0000 2025,0,@IndiHome lelet banget nih koneksiku https://t.co/hSvPvZKTeX,1984229780087271718,https://pbs.twimg.com/media/G4lmamhbAAAJlW_.png,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984229780087271718,1207485316963041281,,1984185158761857390
1984185158761857390,Sat Nov 01 23:02:19 +0000 2025,0,@IndiHome Kak masih eror aja ngga stabil sinyalnya. Hilang muncul hilang muncul,1984757926624653500,,IndiHome,in,,0,0,0,https://x.com/undefined/status/1984757926624653500,1777354029573836800,,1984185158761857390
1984185158761857390,Fri Oct 31 11:23:34 +0000 2025,0,@IndiHome Cek dm min,1984219693604127099,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984219693604127099,925499076983930881,,1984185158761857390
1984185158761857390,Fri Oct 31 12:07:38 +0000 2025,0,@IndiHome CHECK DM MIN,1984230783998161320,,IndiHome,en,,0,1,0,https://x.com/undefined/status/1984230783998161320,1147203613422264320,,1984185158761857390
1984185158761857390,Fri Oct 31 11:56:57 +0000 2025,0,@IndiHome Min cek dm tolong benerin min https://t.co/eRdcr2rzSQ,1984228092865577095,https://pbs.twimg.com/media/G4lk70faUAAygLW.jpg,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984228092865577095,522964895,,1984185158761857390
1984185158761857390,Fri Oct 31 11:02:16 +0000 2025,0,@IndiHome Cek dm min,1984214333455524261,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984214333455524261,991529001616265216,,1984185158761857390
1984185158761857390,Fri Oct 31 11:50:26 +0000 2025,1,@IndiHome Minnnn . Lagi error kah? Soalnya buka sosmed bisa buka game jaringan error mulu ,1984226454050341139,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984226454050341139,1493243176018378757,,1984185158761857390
1984185158761857390,Fri Oct 31 11:23:23 +0000 2025,0,@WMufidun2935 @IndiHome Punya aku juga sama kak bermasalah terus.. mana admin nya slowres lagi,1984219645038223659,,WMufidun2935,in,,0,1,0,https://x.com/undefined/status/1984219645038223659,925499076983930881,,1984185158761857390
1984185158761857390,Fri Oct 31 12:14:56 +0000 2025,0,@IndiHome Min apalahh buka yt pun buffering lo,1984232621334008006,,IndiHome,tl,,0,1,0,https://x.com/undefined/status/1984232621334008006,1494288286549831681,,1984185158761857390
1984185158761857390,Fri Oct 31 13:06:01 +0000 2025,0,@myvstrong @IndiHome Tersambung tanpa internet juga kah kam,1984245474967408948,,myvstrong,in,,0,1,0,https://x.com/undefined/status/1984245474967408948,1979254433600147457,,1984185158761857390
1984185158761857390,Sat Nov 01 16:35:10 +0000 2025,0,@Rizqimyson89 Langsung meluncur Kak Rizqi -Neira,1984660496533061976,,Rizqimyson89,in,,0,0,0,https://x.com/undefined/status/1984660496533061976,1075673058931806208,,1984185158761857390
1984185158761857390,Sat Nov 01 16:12:14 +0000 2025,0,@laskarhades Siaap laksanakan Kak -Neira,1984654724474564825,,laskarhades,in,,0,0,0,https://x.com/undefined/status/1984654724474564825,1075673058931806208,,1984185158761857390
1984185158761857390,Fri Oct 31 12:14:43 +0000 2025,0,@IndiHome Cek dm dong... Koneksi internet indihome tidak ada sama skali...,1984232565973356947,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984232565973356947,297272903,,1984185158761857390
1984185158761857390,Fri Oct 31 12:16:12 +0000 2025,0,@IndiHome ini aku juga di sidoarjo tiba tiba gak bisa koneksi internet nya ,1984232939031507190,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984232939031507190,106366363,,1984185158761857390
1984185158761857390,Fri Oct 31 12:12:37 +0000 2025,0,@IndiHome Hallo. Ko ga bisa connect internet ya daerah kesiman. Denoasar timur,1984232037172297934,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984232037172297934,1743310231613198336,,1984185158761857390
1984185158761857390,Fri Oct 31 13:25:03 +0000 2025,0,@IndiHome indihome gangguan?,1984250266326356044,,IndiHome,in,,0,2,0,https://x.com/undefined/status/1984250266326356044,1147203613422264320,,1984185158761857390
1984185158761857390,Fri Oct 31 09:27:39 +0000 2025,0,@IndiHome Admin tolong cek DM,1984190523616477427,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984190523616477427,1983230013114855428,,1984185158761857390
1984185158761857390,Fri Oct 31 11:44:12 +0000 2025,0,@IndiHome Cek dm lagi min,1984224884814414322,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984224884814414322,925499076983930881,,1984185158761857390
1984185158761857390,Sat Nov 01 16:36:33 +0000 2025,0,@dikindra Amaan Kak Diki. DM-nya sudah dibalas boleh konfirmasi kembali yaa -Neira,1984660847206285478,,dikindra,in,,0,0,0,https://x.com/undefined/status/1984660847206285478,1075673058931806208,,1984185158761857390
1984185158761857390,Sat Nov 01 16:34:07 +0000 2025,0,@vvntae30 Halo Kak Unss. Amaan Kak DM-nya sudah dibalas. Neira tunggu konfirmasinya kembali -Neira,1984660234556883345,,vvntae30,in,,0,0,0,https://x.com/undefined/status/1984660234556883345,1075673058931806208,,1984185158761857390
1984185158761857390,Fri Oct 31 10:47:48 +0000 2025,0,@IndiHome Indihome saya tersambung tanpa internet mulu. 2 minggu ini lelet bgt jaringany‍‍,1984210693470732692,,IndiHome,in,,0,3,0,https://x.com/undefined/status/1984210693470732692,1777354029573836800,,1984185158761857390
1984185158761857390,Fri Oct 31 16:18:04 +0000 2025,0,@IndiHome Duh min ini lemot banget kenapa dah,1984293805072465930,,IndiHome,in,,0,1,0,https://x.com/undefined/status/1984293805072465930,1343540498238095360,,1984185158761857390
1984185158761857390,Sat Nov 01 16:21:23 +0000 2025,0,@Dennsgt Tenang Kak Denn. DM-nya sudah dibalas kok Neira tunggu konfirmasinya kembali :) -Neira,1984657028820951112,,Dennsgt,in,,0,0,0,https://x.com/undefined/status/1984657028820951112,1075673058931806208,,1984185158761857390
1984185158761857390,Sat Nov 01 16:28:10 +0000 2025,0,@alberdsands Maaf ya Kak Alber. Neira cek sudah ada DM dari Kakak yuk konfirmasi kembali Neira akan bantu buatkan pelaporannya. Terima kasih :) -Neira,1984658735214809288,,alberdsands,in,,0,0,0,https://x.com/undefined/status/1984658735214809288,1075673058931806208,,1984185158761857390
1984185158761857390,Sat Nov 01 16:14:15 +0000 2025,0,@rockbisonn_ Okeei Kak Jim. Kita lanjut di DM yaa -Neira,1984655233990213706,,rockbisonn_,in,,0,0,0,https://x.com/undefined/status/1984655233990213706,1075673058931806208,,1984185158761857390
1984185158761857390,Sat Nov 01 16:19:54 +0000 2025,0,@rockbisonn_ Kak Jim. Maaf ya DM-nya sudah dibalas Kak ditunggu konfirmasinya kembali :) -Neira,1984656656245072371,,rockbisonn_,in,,0,0,0,https://x.com/undefined/status/1984656656245072371,1075673058931806208,,1984185158761857390
1984185158761857390,Fri Oct 31 10:02:07 +0000 2025,0,@IndiHome Cek DM,1984199195612569883,,IndiHome,tr,,0,0,0,https://x.com/undefined/status/1984199195612569883,1282236979808104448,,1984185158761857390
1984185158761857390,Fri Oct 31 13:04:39 +0000 2025,0,@IndiHome Haloo min Bales dm ini gangguan berjamaah kah?,1984245131902673157,,IndiHome,in,,0,3,0,https://x.com/undefined/status/1984245131902673157,380811355,,1984185158761857390
